Area,Item,Crop_Values,Element,Year,Continent,Flag Description
Serbia and Montenegro,Apricots,6577.8,Yield,1992,Europe,Estimated value
Serbia and Montenegro,Apricots,30600.0,Production,1992,Europe,Official figure
Serbia and Montenegro,Apricots,3718.0,Area harvested,1993,Europe,Imputed value
Serbia and Montenegro,Apricots,5624.8,Yield,1993,Europe,Estimated value
Serbia and Montenegro,Apricots,20913.0,Production,1993,Europe,Official figure
Serbia and Montenegro,Apricots,4104.0,Area harvested,1994,Europe,Imputed value
Serbia and Montenegro,Apricots,5624.8,Yield,1994,Europe,Estimated value
Serbia and Montenegro,Apricots,23084.0,Production,1994,Europe,Official figure
Serbia and Montenegro,Apricots,2188.0,Area harvested,1995,Europe,Imputed value
Serbia and Montenegro,Apricots,5637.1,Yield,1995,Europe,Estimated value
Serbia and Montenegro,Apricots,12334.0,Production,1995,Europe,Official figure
Serbia and Montenegro,Apricots,5050.0,Area harvested,1996,Europe,Imputed value
Serbia and Montenegro,Apricots,5691.9,Yield,1996,Europe,Estimated value
Serbia and Montenegro,Apricots,28744.0,Production,1996,Europe,Official figure
Serbia and Montenegro,Apricots,4200.0,Area harvested,1997,Europe,Estimated value
Serbia and Montenegro,Apricots,1953.8,Yield,1997,Europe,Estimated value
Serbia and Montenegro,Apricots,8206.0,Production,1997,Europe,Official figure
Serbia and Montenegro,Apricots,966.0,Area harvested,1998,Europe,Imputed value
Serbia and Montenegro,Apricots,6633.5,Yield,1998,Europe,Estimated value
Serbia and Montenegro,Apricots,6408.0,Production,1998,Europe,Official figure
Serbia and Montenegro,Apricots,2000.0,Area harvested,1999,Europe,Estimated value
Serbia and Montenegro,Apricots,13748.0,Yield,1999,Europe,Estimated value
Serbia and Montenegro,Apricots,27496.0,Production,1999,Europe,Official figure
Serbia and Montenegro,Apricots,1716.0,Area harvested,2000,Europe,Imputed value
Serbia and Montenegro,Apricots,7644.5,Yield,2000,Europe,Estimated value
Serbia and Montenegro,Apricots,13118.0,Production,2000,Europe,Official figure
Serbia and Montenegro,Apricots,2101.0,Area harvested,2001,Europe,Imputed value
Serbia and Montenegro,Apricots,7598.3,Yield,2001,Europe,Estimated value
Serbia and Montenegro,Apricots,15964.0,Production,2001,Europe,Official figure
Serbia and Montenegro,Apricots,1865.0,Area harvested,2002,Europe,Imputed value
Serbia and Montenegro,Apricots,7387.1,Yield,2002,Europe,Estimated value
Serbia and Montenegro,Apricots,13777.0,Production,2002,Europe,Official figure
Serbia and Montenegro,Apricots,3500.0,Area harvested,2003,Europe,Estimated value
Serbia and Montenegro,Apricots,7886.6,Yield,2003,Europe,Estimated value
Serbia and Montenegro,Apricots,27603.0,Production,2003,Europe,Official figure
Serbia and Montenegro,Apricots,4151.0,Area harvested,2004,Europe,Imputed value
Serbia and Montenegro,Apricots,7222.8,Yield,2004,Europe,Estimated value
Serbia and Montenegro,Apricots,29982.0,Production,2004,Europe,Official figure
Serbia and Montenegro,Apricots,2300.0,Area harvested,2005,Europe,Estimated value
Serbia and Montenegro,Apricots,5927.4,Yield,2005,Europe,Estimated value
Serbia and Montenegro,Apricots,13633.0,Production,2005,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",11500.0,Area harvested,1992,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",1710.1,Yield,1992,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",19666.0,Production,1992,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",11700.0,Area harvested,1993,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",1913.1,Yield,1993,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",22383.0,Production,1993,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",12000.0,Area harvested,1994,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",1685.2,Yield,1994,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",20222.0,Production,1994,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",10402.0,Area harvested,1995,Europe,Imputed value
Serbia and Montenegro,"Walnuts, in shell",1761.5,Yield,1995,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",18323.0,Production,1995,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",13875.0,Area harvested,1996,Europe,Imputed value
Serbia and Montenegro,"Walnuts, in shell",1780.4,Yield,1996,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",24703.0,Production,1996,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",12200.0,Area harvested,1997,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",2015.9,Yield,1997,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",24594.0,Production,1997,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",9219.0,Area harvested,1998,Europe,Imputed value
Serbia and Montenegro,"Walnuts, in shell",1793.9,Yield,1998,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",16538.0,Production,1998,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",13400.0,Area harvested,1999,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",1603.7,Yield,1999,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",21489.0,Production,1999,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",13371.0,Area harvested,2000,Europe,Imputed value
Serbia and Montenegro,"Walnuts, in shell",1778.2,Yield,2000,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",23776.0,Production,2000,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",9000.0,Area harvested,2001,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",1740.1,Yield,2001,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",15661.0,Production,2001,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",6000.0,Area harvested,2002,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",1787.3,Yield,2002,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",10724.0,Production,2002,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",13200.0,Area harvested,2003,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",1938.3,Yield,2003,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",25586.0,Production,2003,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",12314.0,Area harvested,2004,Europe,Imputed value
Serbia and Montenegro,"Walnuts, in shell",1842.1,Yield,2004,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",22684.0,Production,2004,Europe,Official figure
Serbia and Montenegro,"Walnuts, in shell",11608.0,Area harvested,2005,Europe,Imputed value
Serbia and Montenegro,"Walnuts, in shell",1831.8,Yield,2005,Europe,Estimated value
Serbia and Montenegro,"Walnuts, in shell",21264.0,Production,2005,Europe,Official figure
Slovakia,Apples,4537.0,Area harvested,1993,Europe,Official figure
Slovakia,Apples,23655.9,Yield,1993,Europe,Official figure
Slovakia,Apples,107327.0,Production,1993,Europe,Official figure
Slovakia,Apples,4105.0,Area harvested,1994,Europe,Official figure
Slovakia,Apples,13850.4,Yield,1994,Europe,Official figure
Slovakia,Apples,56856.0,Production,1994,Europe,Official figure
Slovakia,Apples,3996.0,Area harvested,1995,Europe,Official figure
Slovakia,Apples,9544.3,Yield,1995,Europe,Official figure
Slovakia,Apples,38139.0,Production,1995,Europe,Official figure
Slovakia,Apples,3452.0,Area harvested,1996,Europe,Official figure
Slovakia,Apples,22913.4,Yield,1996,Europe,Official figure
Slovakia,Apples,79097.0,Production,1996,Europe,Official figure
Slovakia,Apples,3196.0,Area harvested,1997,Europe,Official figure
Slovakia,Apples,25107.0,Yield,1997,Europe,Official figure
Slovakia,Apples,80242.0,Production,1997,Europe,Official figure
Slovakia,Apples,2886.0,Area harvested,1998,Europe,Official figure
Slovakia,Apples,28920.3,Yield,1998,Europe,Official figure
Slovakia,Apples,83464.0,Production,1998,Europe,Official figure
Slovakia,Apples,2577.0,Area harvested,1999,Europe,Official figure
Slovakia,Apples,26516.1,Yield,1999,Europe,Official figure
Slovakia,Apples,68332.0,Production,1999,Europe,Official figure
Slovakia,Apples,3053.0,Area harvested,2000,Europe,Official figure
Slovakia,Apples,26694.1,Yield,2000,Europe,Official figure
Slovakia,Apples,81497.0,Production,2000,Europe,Official figure
Slovakia,Apples,4127.0,Area harvested,2001,Europe,Official figure
Slovakia,Apples,12167.9,Yield,2001,Europe,Official figure
Slovakia,Apples,50217.0,Production,2001,Europe,Official figure
Slovakia,Apples,4669.0,Area harvested,2002,Europe,Official figure
Slovakia,Apples,10959.9,Yield,2002,Europe,Official figure
Slovakia,Apples,51172.0,Production,2002,Europe,Official figure
Slovakia,Apples,3519.0,Area harvested,2003,Europe,Official figure
Slovakia,Apples,17334.5,Yield,2003,Europe,Official figure
Slovakia,Apples,61000.0,Production,2003,Europe,Official figure
Slovakia,Apples,3281.0,Area harvested,2004,Europe,Official figure
Slovakia,Apples,12801.0,Yield,2004,Europe,Official figure
Slovakia,Apples,42000.0,Production,2004,Europe,Official figure
Slovakia,Apples,3198.0,Area harvested,2005,Europe,Official figure
Slovakia,Apples,14696.7,Yield,2005,Europe,Official figure
Slovakia,Apples,47000.0,Production,2005,Europe,Official figure
Slovakia,Apples,3345.0,Area harvested,2006,Europe,Official figure
Slovakia,Apples,9200.6,Yield,2006,Europe,Official figure
Slovakia,Apples,30776.0,Production,2006,Europe,Official figure
Slovakia,Apples,3244.0,Area harvested,2007,Europe,Official figure
Slovakia,Apples,5463.6,Yield,2007,Europe,Official figure
Slovakia,Apples,17724.0,Production,2007,Europe,Official figure
Slovakia,Apples,3426.0,Area harvested,2008,Europe,Official figure
Slovakia,Apples,12201.7,Yield,2008,Europe,Official figure
Slovakia,Apples,41803.0,Production,2008,Europe,Official figure
Slovakia,Apples,2745.0,Area harvested,2009,Europe,Official figure
Slovakia,Apples,13730.1,Yield,2009,Europe,Official figure
Slovakia,Apples,37689.0,Production,2009,Europe,Official figure
Slovakia,Apples,2683.0,Area harvested,2010,Europe,Official figure
Slovakia,Apples,12752.5,Yield,2010,Europe,Official figure
Slovakia,Apples,34215.0,Production,2010,Europe,Official figure
Slovakia,Apples,2294.0,Area harvested,2011,Europe,Official figure
Slovakia,Apples,13668.3,Yield,2011,Europe,Official figure
Slovakia,Apples,31355.0,Production,2011,Europe,Official figure
Slovakia,Apples,2908.0,Area harvested,2012,Europe,Official figure
Slovakia,Apples,15296.1,Yield,2012,Europe,Official figure
Slovakia,Apples,44481.0,Production,2012,Europe,Official figure
Slovakia,Apples,2795.0,Area harvested,2013,Europe,Official figure
Slovakia,Apples,16439.7,Yield,2013,Europe,Official figure
Slovakia,Apples,45949.0,Production,2013,Europe,Official figure
Slovakia,Apples,2557.0,Area harvested,2014,Europe,Official figure
Slovakia,Apples,18965.2,Yield,2014,Europe,Official figure
Slovakia,Apples,48494.0,Production,2014,Europe,Official figure
Slovakia,Apples,2376.0,Area harvested,2015,Europe,Official figure
Slovakia,Apples,19465.5,Yield,2015,Europe,Official figure
Slovakia,Apples,46250.0,Production,2015,Europe,Official figure
Slovakia,Apples,2311.0,Area harvested,2016,Europe,Official figure
Slovakia,Apples,8966.7,Yield,2016,Europe,Official figure
Slovakia,Apples,20722.0,Production,2016,Europe,Official figure
Slovakia,Apples,2179.0,Area harvested,2017,Europe,Official figure
Slovakia,Apples,14905.0,Yield,2017,Europe,Official figure
Slovakia,Apples,32478.0,Production,2017,Europe,Official figure
Slovakia,Apples,2140.0,Area harvested,2018,Europe,Official figure
Slovakia,Apples,20528.0,Yield,2018,Europe,Official figure
Slovakia,Apples,43930.0,Production,2018,Europe,Official figure
Slovakia,Apples,2060.0,Area harvested,2019,Europe,Official figure
Slovakia,Apples,17082.5,Yield,2019,Europe,Official figure
Slovakia,Apples,35190.0,Production,2019,Europe,Official figure
Slovakia,Apples,1800.0,Area harvested,2020,Europe,Official figure
Slovakia,Apples,15794.4,Yield,2020,Europe,Official figure
Slovakia,Apples,28430.0,Production,2020,Europe,Official figure
Slovakia,Apples,1640.0,Area harvested,2021,Europe,Official figure
Slovakia,Apples,18042.7,Yield,2021,Europe,Official figure
Slovakia,Apples,29590.0,Production,2021,Europe,Official figure
Slovakia,Apples,1540.0,Area harvested,2022,Europe,Official figure
Slovakia,Apples,20175.3,Yield,2022,Europe,Official figure
Slovakia,Apples,31070.0,Production,2022,Europe,Official figure
Slovakia,Apples,1540.0,Area harvested,2023,Europe,Official figure
Slovakia,Apples,17142.9,Yield,2023,Europe,Official figure
Slovakia,Apples,26400.0,Production,2023,Europe,Official figure
Slovakia,Apricots,2110.0,Area harvested,1993,Europe,Estimated value
Slovakia,Apricots,2127.5,Yield,1993,Europe,Estimated value
Slovakia,Apricots,4489.0,Production,1993,Europe,Official figure
Slovakia,Apricots,2060.0,Area harvested,1994,Europe,Estimated value
Slovakia,Apricots,4433.5,Yield,1994,Europe,Estimated value
Slovakia,Apricots,9133.0,Production,1994,Europe,Official figure
Slovakia,Apricots,2030.0,Area harvested,1995,Europe,Estimated value
Slovakia,Apricots,2122.2,Yield,1995,Europe,Estimated value
Slovakia,Apricots,4308.0,Production,1995,Europe,Official figure
Slovakia,Apricots,2075.0,Area harvested,1996,Europe,Estimated value
Slovakia,Apricots,3540.2,Yield,1996,Europe,Estimated value
Slovakia,Apricots,7346.0,Production,1996,Europe,Official figure
Slovakia,Apricots,2120.0,Area harvested,1997,Europe,Estimated value
Slovakia,Apricots,2829.7,Yield,1997,Europe,Estimated value
Slovakia,Apricots,5999.0,Production,1997,Europe,Official figure
Slovakia,Apricots,2040.0,Area harvested,1998,Europe,Estimated value
Slovakia,Apricots,3347.1,Yield,1998,Europe,Estimated value
Slovakia,Apricots,6828.0,Production,1998,Europe,Official figure
Slovakia,Apricots,1650.0,Area harvested,1999,Europe,Estimated value
Slovakia,Apricots,2850.9,Yield,1999,Europe,Estimated value
Slovakia,Apricots,4704.0,Production,1999,Europe,Official figure
Slovakia,Apricots,1500.0,Area harvested,2000,Europe,Estimated value
Slovakia,Apricots,2498.0,Yield,2000,Europe,Estimated value
Slovakia,Apricots,3747.0,Production,2000,Europe,Official figure
Slovakia,Apricots,1150.0,Area harvested,2001,Europe,Estimated value
Slovakia,Apricots,2053.9,Yield,2001,Europe,Estimated value
Slovakia,Apricots,2362.0,Production,2001,Europe,Official figure
Slovakia,Apricots,1120.0,Area harvested,2002,Europe,Estimated value
Slovakia,Apricots,2005.4,Yield,2002,Europe,Estimated value
Slovakia,Apricots,2246.0,Production,2002,Europe,Official figure
Slovakia,Apricots,1100.0,Area harvested,2003,Europe,Estimated value
Slovakia,Apricots,2433.6,Yield,2003,Europe,Estimated value
Slovakia,Apricots,2677.0,Production,2003,Europe,Official figure
Slovakia,Apricots,1130.0,Area harvested,2004,Europe,Estimated value
Slovakia,Apricots,1401.8,Yield,2004,Europe,Estimated value
Slovakia,Apricots,1584.0,Production,2004,Europe,Official figure
Slovakia,Apricots,1130.0,Area harvested,2005,Europe,Estimated value
Slovakia,Apricots,1110.6,Yield,2005,Europe,Estimated value
Slovakia,Apricots,1255.0,Production,2005,Europe,Official figure
Slovakia,Apricots,1180.0,Area harvested,2006,Europe,Estimated value
Slovakia,Apricots,1508.5,Yield,2006,Europe,Estimated value
Slovakia,Apricots,1780.0,Production,2006,Europe,Official figure
Slovakia,Apricots,1190.0,Area harvested,2007,Europe,Estimated value
Slovakia,Apricots,1269.7,Yield,2007,Europe,Estimated value
Slovakia,Apricots,1511.0,Production,2007,Europe,Official figure
Slovakia,Apricots,1220.0,Area harvested,2008,Europe,Estimated value
Slovakia,Apricots,1710.7,Yield,2008,Europe,Estimated value
Slovakia,Apricots,2087.0,Production,2008,Europe,Official figure
Slovakia,Apricots,1210.0,Area harvested,2009,Europe,Estimated value
Slovakia,Apricots,1724.0,Yield,2009,Europe,Estimated value
Slovakia,Apricots,2086.0,Production,2009,Europe,Official figure
Slovakia,Apricots,694.0,Area harvested,2010,Europe,Imputed value
Slovakia,Apricots,1726.6,Yield,2010,Europe,Estimated value
Slovakia,Apricots,1198.0,Production,2010,Europe,Official figure
Slovakia,Apricots,604.0,Area harvested,2011,Europe,Imputed value
Slovakia,Apricots,1684.3,Yield,2011,Europe,Estimated value
Slovakia,Apricots,1017.84,Production,2011,Europe,Imputed value
Slovakia,Apricots,168.0,Area harvested,2012,Europe,Official figure
Slovakia,Apricots,1577.4,Yield,2012,Europe,Official figure
Slovakia,Apricots,265.0,Production,2012,Europe,Official figure
Slovakia,Apricots,199.0,Area harvested,2013,Europe,Official figure
Slovakia,Apricots,1854.3,Yield,2013,Europe,Official figure
Slovakia,Apricots,369.0,Production,2013,Europe,Official figure
Slovakia,Apricots,177.0,Area harvested,2014,Europe,Official figure
Slovakia,Apricots,2248.6,Yield,2014,Europe,Official figure
Slovakia,Apricots,398.0,Production,2014,Europe,Official figure
Slovakia,Apricots,165.0,Area harvested,2015,Europe,Official figure
Slovakia,Apricots,1539.4,Yield,2015,Europe,Official figure
Slovakia,Apricots,254.0,Production,2015,Europe,Official figure
Slovakia,Apricots,155.0,Area harvested,2016,Europe,Official figure
Slovakia,Apricots,1496.8,Yield,2016,Europe,Official figure
Slovakia,Apricots,232.0,Production,2016,Europe,Official figure
Slovakia,Apricots,189.0,Area harvested,2017,Europe,Official figure
Slovakia,Apricots,1761.9,Yield,2017,Europe,Official figure
Slovakia,Apricots,333.0,Production,2017,Europe,Official figure
Slovakia,Apricots,160.0,Area harvested,2018,Europe,Official figure
Slovakia,Apricots,2125.0,Yield,2018,Europe,Official figure
Slovakia,Apricots,340.0,Production,2018,Europe,Official figure
Slovakia,Apricots,180.0,Area harvested,2019,Europe,Official figure
Slovakia,Apricots,2500.0,Yield,2019,Europe,Official figure
Slovakia,Apricots,450.0,Production,2019,Europe,Official figure
Slovakia,Apricots,200.0,Area harvested,2020,Europe,Official figure
Slovakia,Apricots,700.0,Yield,2020,Europe,Official figure
Slovakia,Apricots,140.0,Production,2020,Europe,Official figure
Slovakia,Apricots,190.0,Area harvested,2021,Europe,Official figure
Slovakia,Apricots,1631.6,Yield,2021,Europe,Official figure
Slovakia,Apricots,310.0,Production,2021,Europe,Official figure
Slovakia,Apricots,190.0,Area harvested,2022,Europe,Official figure
Slovakia,Apricots,2421.1,Yield,2022,Europe,Official figure
Slovakia,Apricots,460.0,Production,2022,Europe,Official figure
Slovakia,Apricots,180.0,Area harvested,2023,Europe,Official figure
Slovakia,Apricots,1500.0,Yield,2023,Europe,Official figure
Slovakia,Apricots,270.0,Production,2023,Europe,Official figure
Slovakia,Cucumbers and gherkins,3300.0,Area harvested,1993,Europe,Figure from international organizations
Slovakia,Cucumbers and gherkins,12212.1,Yield,1993,Europe,Figure from international organizations
Slovakia,Cucumbers and gherkins,40300.0,Production,1993,Europe,Figure from international organizations
Slovakia,Cucumbers and gherkins,3365.0,Area harvested,1994,Europe,Official figure
Slovakia,Cucumbers and gherkins,11589.9,Yield,1994,Europe,Official figure
Slovakia,Cucumbers and gherkins,39000.0,Production,1994,Europe,Official figure
Slovakia,Cucumbers and gherkins,2091.0,Area harvested,1995,Europe,Official figure
Slovakia,Cucumbers and gherkins,10425.6,Yield,1995,Europe,Official figure
Slovakia,Cucumbers and gherkins,21800.0,Production,1995,Europe,Official figure
Slovakia,Cucumbers and gherkins,2121.0,Area harvested,1996,Europe,Official figure
Slovakia,Cucumbers and gherkins,11786.9,Yield,1996,Europe,Official figure
Slovakia,Cucumbers and gherkins,25000.0,Production,1996,Europe,Official figure
Slovakia,Cucumbers and gherkins,2165.0,Area harvested,1997,Europe,Official figure
Slovakia,Cucumbers and gherkins,11085.5,Yield,1997,Europe,Official figure
Slovakia,Cucumbers and gherkins,24000.0,Production,1997,Europe,Official figure
Slovakia,Cucumbers and gherkins,3500.0,Area harvested,1998,Europe,Official figure
Slovakia,Cucumbers and gherkins,11485.1,Yield,1998,Europe,Official figure
Slovakia,Cucumbers and gherkins,40198.0,Production,1998,Europe,Official figure
Slovakia,Cucumbers and gherkins,3800.0,Area harvested,1999,Europe,Official figure
Slovakia,Cucumbers and gherkins,10709.7,Yield,1999,Europe,Official figure
Slovakia,Cucumbers and gherkins,40697.0,Production,1999,Europe,Official figure
Slovakia,Cucumbers and gherkins,3600.0,Area harvested,2000,Europe,Official figure
Slovakia,Cucumbers and gherkins,12416.7,Yield,2000,Europe,Official figure
Slovakia,Cucumbers and gherkins,44700.0,Production,2000,Europe,Official figure
Slovakia,Cucumbers and gherkins,3100.0,Area harvested,2001,Europe,Figure from international organizations
Slovakia,Cucumbers and gherkins,11580.6,Yield,2001,Europe,Figure from international organizations
Slovakia,Cucumbers and gherkins,35900.0,Production,2001,Europe,Figure from international organizations
Slovakia,Cucumbers and gherkins,2593.0,Area harvested,2002,Europe,Official figure
Slovakia,Cucumbers and gherkins,10461.2,Yield,2002,Europe,Official figure
Slovakia,Cucumbers and gherkins,27126.0,Production,2002,Europe,Official figure
Slovakia,Cucumbers and gherkins,2491.0,Area harvested,2003,Europe,Official figure
Slovakia,Cucumbers and gherkins,10591.3,Yield,2003,Europe,Official figure
Slovakia,Cucumbers and gherkins,26383.0,Production,2003,Europe,Official figure
Slovakia,Cucumbers and gherkins,2309.0,Area harvested,2004,Europe,Official figure
Slovakia,Cucumbers and gherkins,10207.0,Yield,2004,Europe,Official figure
Slovakia,Cucumbers and gherkins,23568.0,Production,2004,Europe,Official figure
Slovakia,Cucumbers and gherkins,2338.0,Area harvested,2005,Europe,Official figure
Slovakia,Cucumbers and gherkins,13862.7,Yield,2005,Europe,Official figure
Slovakia,Cucumbers and gherkins,32411.0,Production,2005,Europe,Official figure
Slovakia,Cucumbers and gherkins,2348.0,Area harvested,2006,Europe,Official figure
Slovakia,Cucumbers and gherkins,13644.8,Yield,2006,Europe,Official figure
Slovakia,Cucumbers and gherkins,32038.0,Production,2006,Europe,Official figure
Slovakia,Cucumbers and gherkins,2249.0,Area harvested,2007,Europe,Official figure
Slovakia,Cucumbers and gherkins,12288.1,Yield,2007,Europe,Official figure
Slovakia,Cucumbers and gherkins,27636.0,Production,2007,Europe,Official figure
Slovakia,Cucumbers and gherkins,2191.0,Area harvested,2008,Europe,Official figure
Slovakia,Cucumbers and gherkins,12485.2,Yield,2008,Europe,Official figure
Slovakia,Cucumbers and gherkins,27355.0,Production,2008,Europe,Official figure
Slovakia,Cucumbers and gherkins,2179.0,Area harvested,2009,Europe,Official figure
Slovakia,Cucumbers and gherkins,12806.8,Yield,2009,Europe,Official figure
Slovakia,Cucumbers and gherkins,27906.0,Production,2009,Europe,Official figure
Slovakia,Cucumbers and gherkins,2218.0,Area harvested,2010,Europe,Official figure
Slovakia,Cucumbers and gherkins,12316.5,Yield,2010,Europe,Official figure
Slovakia,Cucumbers and gherkins,27318.0,Production,2010,Europe,Official figure
Slovakia,Cucumbers and gherkins,873.0,Area harvested,2011,Europe,Imputed value
Slovakia,Cucumbers and gherkins,19463.9,Yield,2011,Europe,Estimated value
Slovakia,Cucumbers and gherkins,16983.07,Production,2011,Europe,Imputed value
Slovakia,Cucumbers and gherkins,154.0,Area harvested,2012,Europe,Official figure
Slovakia,Cucumbers and gherkins,27129.9,Yield,2012,Europe,Official figure
Slovakia,Cucumbers and gherkins,4178.0,Production,2012,Europe,Official figure
Slovakia,Cucumbers and gherkins,118.0,Area harvested,2013,Europe,Official figure
Slovakia,Cucumbers and gherkins,29830.5,Yield,2013,Europe,Official figure
Slovakia,Cucumbers and gherkins,3520.0,Production,2013,Europe,Official figure
Slovakia,Cucumbers and gherkins,120.0,Area harvested,2014,Europe,Official figure
Slovakia,Cucumbers and gherkins,27200.0,Yield,2014,Europe,Official figure
Slovakia,Cucumbers and gherkins,3264.0,Production,2014,Europe,Official figure
Slovakia,Cucumbers and gherkins,117.0,Area harvested,2015,Europe,Official figure
Slovakia,Cucumbers and gherkins,36316.2,Yield,2015,Europe,Official figure
Slovakia,Cucumbers and gherkins,4249.0,Production,2015,Europe,Official figure
Slovakia,Cucumbers and gherkins,119.0,Area harvested,2016,Europe,Official figure
Slovakia,Cucumbers and gherkins,44395.0,Yield,2016,Europe,Official figure
Slovakia,Cucumbers and gherkins,5283.0,Production,2016,Europe,Official figure
Slovakia,Cucumbers and gherkins,122.0,Area harvested,2017,Europe,Official figure
Slovakia,Cucumbers and gherkins,43729.5,Yield,2017,Europe,Official figure
Slovakia,Cucumbers and gherkins,5335.0,Production,2017,Europe,Official figure
Slovakia,Cucumbers and gherkins,120.0,Area harvested,2018,Europe,Official figure
Slovakia,Cucumbers and gherkins,30666.7,Yield,2018,Europe,Official figure
Slovakia,Cucumbers and gherkins,3680.0,Production,2018,Europe,Official figure
Slovakia,Cucumbers and gherkins,110.0,Area harvested,2019,Europe,Official figure
Slovakia,Cucumbers and gherkins,44727.3,Yield,2019,Europe,Official figure
Slovakia,Cucumbers and gherkins,4920.0,Production,2019,Europe,Official figure
Slovakia,Cucumbers and gherkins,40.0,Area harvested,2020,Europe,Official figure
Slovakia,Cucumbers and gherkins,80000.0,Yield,2020,Europe,Official figure
Slovakia,Cucumbers and gherkins,3200.0,Production,2020,Europe,Official figure
Slovakia,Cucumbers and gherkins,10.0,Area harvested,2021,Europe,Official figure
Slovakia,Cucumbers and gherkins,481000.0,Yield,2021,Europe,Official figure
Slovakia,Cucumbers and gherkins,4810.0,Production,2021,Europe,Official figure
Slovakia,Cucumbers and gherkins,20.0,Area harvested,2022,Europe,Official figure
Slovakia,Cucumbers and gherkins,192000.0,Yield,2022,Europe,Official figure
Slovakia,Cucumbers and gherkins,3840.0,Production,2022,Europe,Official figure
Slovakia,Cucumbers and gherkins,20.0,Area harvested,2023,Europe,Official figure
Slovakia,Cucumbers and gherkins,166500.0,Yield,2023,Europe,Official figure
Slovakia,Cucumbers and gherkins,3330.0,Production,2023,Europe,Official figure
Slovakia,"Walnuts, in shell",4000.0,Area harvested,1993,Europe,Estimated value
Slovakia,"Walnuts, in shell",2212.5,Yield,1993,Europe,Estimated value
Slovakia,"Walnuts, in shell",8850.0,Production,1993,Europe,Official figure
Slovakia,"Walnuts, in shell",3900.0,Area harvested,1994,Europe,Estimated value
Slovakia,"Walnuts, in shell",2153.8,Yield,1994,Europe,Estimated value
Slovakia,"Walnuts, in shell",8400.0,Production,1994,Europe,Official figure
Slovakia,"Walnuts, in shell",3800.0,Area harvested,1995,Europe,Estimated value
Slovakia,"Walnuts, in shell",1552.6,Yield,1995,Europe,Estimated value
Slovakia,"Walnuts, in shell",5900.0,Production,1995,Europe,Official figure
Slovakia,"Walnuts, in shell",4500.0,Area harvested,1996,Europe,Estimated value
Slovakia,"Walnuts, in shell",1333.3,Yield,1996,Europe,Estimated value
Slovakia,"Walnuts, in shell",6000.0,Production,1996,Europe,Official figure
Slovakia,"Walnuts, in shell",3800.0,Area harvested,1997,Europe,Estimated value
Slovakia,"Walnuts, in shell",1315.8,Yield,1997,Europe,Estimated value
Slovakia,"Walnuts, in shell",5000.0,Production,1997,Europe,Official figure
Slovakia,"Walnuts, in shell",5300.0,Area harvested,1998,Europe,Estimated value
Slovakia,"Walnuts, in shell",1320.8,Yield,1998,Europe,Estimated value
Slovakia,"Walnuts, in shell",7000.0,Production,1998,Europe,Official figure
Slovakia,"Walnuts, in shell",3800.0,Area harvested,1999,Europe,Estimated value
Slovakia,"Walnuts, in shell",1052.6,Yield,1999,Europe,Estimated value
Slovakia,"Walnuts, in shell",4000.0,Production,1999,Europe,Official figure
Slovakia,"Walnuts, in shell",3000.0,Area harvested,2000,Europe,Estimated value
Slovakia,"Walnuts, in shell",1000.0,Yield,2000,Europe,Estimated value
Slovakia,"Walnuts, in shell",3000.0,Production,2000,Europe,Official figure
